node_id,t,z,y,x
0,10,51.86408233642578,22.257619857788086,205.1345672607422
1,10,58.84665298461914,121.73179626464844,201.88751220703125
2,10,58.071651458740234,149.13429260253906,194.27865600585938
3,10,31.996639251708984,201.3981475830078,102.33818054199219
4,10,47.11738204956055,114.17005157470703,165.9464874267578
5,10,23.93114471435547,161.99734497070312,93.88075256347656
6,10,62.12126159667969,22.079187393188477,245.8945770263672
7,10,55.94925308227539,186.00518798828125,186.2805633544922
8,10,45.05732345581055,133.8995361328125,154.1295928955078
9,10,62.03474426269531,58.30558395385742,229.69540405273438
10,10,34.159759521484375,70.24205017089844,133.41256713867188
11,10,28.899473190307617,69.87242889404297,113.7940902709961
12,10,26.97130012512207,121.6263427734375,98.18431091308594
13,10,34.972694396972656,177.7474822998047,113.92443084716797
14,10,18.89263916015625,26.196992874145508,101.84434509277344
15,10,11.015422821044922,29.900188446044922,85.82915496826172
16,10,19.989601135253906,53.77167510986328,97.6587905883789
17,10,44.96921920776367,61.94542694091797,161.50172424316406
18,10,12.861982345581055,93.56900787353516,77.3694076538086
19,10,60.10580825805664,92.57269287109375,217.28262329101562
20,10,1.9969147443771362,170.0790557861328,41.9974479675293
21,10,51.14400863647461,234.064208984375,161.65809631347656
22,10,16.970226287841797,246.20138549804688,69.59799194335938
23,10,39.003807067871094,106.23393249511719,137.945068359375
24,10,45.1243782043457,33.82665252685547,173.93112182617188
25,10,62.07248306274414,117.63186645507812,225.51226806640625
26,10,10.893148422241211,57.69010925292969,73.61649322509766
27,10,45.86921310424805,161.7310333251953,149.72171020507812
28,10,56.83131408691406,57.43408203125,213.94406127929688
29,10,14.953635215759277,118.19976806640625,77.94181060791016
30,10,39.08732986450195,57.6767692565918,146.31768798828125
31,10,2.142305374145508,141.6990509033203,49.647647857666016
32,10,45.1425666809082,221.901611328125,142.2417449951172
33,10,39.104530334472656,18.242612838745117,169.9095001220703
34,10,50.960636138916016,82.44799041748047,177.98838806152344
35,10,0.9082843065261841,41.939613342285156,62.16316604614258
36,10,36.872711181640625,230.02297973632812,117.6932144165039
37,10,23.080209732055664,189.94644165039062,81.81175231933594
38,10,9.927072525024414,145.68011474609375,58.34881591796875
39,10,14.965662956237793,193.75132751464844,61.247718811035156
40,10,31.049680709838867,41.42644119262695,130.1558380126953
41,10,10.87806224822998,237.99978637695312,57.93257141113281
42,10,24.090383529663086,214.09637451171875,85.55625915527344
43,10,4.988568305969238,45.47846984863281,69.8465347290039
44,10,2.9645485877990723,233.68817138671875,34.10910415649414
45,10,37.876495361328125,233.43467712402344,145.52877807617188
46,10,9.868979454040527,170.0310821533203,57.954010009765625
47,10,20.9762020111084,93.75972747802734,93.5519790649414
48,10,57.14109802246094,229.7040252685547,189.73353576660156
49,10,39.87511444091797,189.89642333984375,130.03981018066406
50,10,6.87137508392334,110.37651062011719,62.119014739990234
51,10,61.530303955078125,42.29829788208008,242.2492218017578
52,10,2.931971549987793,6.104397296905518,74.31292724609375
53,10,56.81733322143555,209.83924865722656,218.11363220214844
54,10,0.9008671045303345,121.8469467163086,46.394866943359375
55,10,52.20977020263672,125.88016510009766,213.74827575683594
56,10,24.937021255493164,89.70527648925781,97.47075653076172
57,10,4.934956073760986,78.12895202636719,66.05089569091797
58,10,28.976818084716797,185.747802734375,126.19839477539062
59,10,62.08837890625,233.76156616210938,206.21551513671875
60,10,60.033512115478516,34.339115142822266,225.63278198242188
